index,ID,Name,Group,Latency,Status,Details
747,1882,Newlyn2,TD UNESCO,3h 37m,,Details
748,2395,Nicaragua - Puerto Corinto,TD UNESCO,1h 20m,,Details
749,2480,Nicaragua - Puerto Sandino,TD UNESCO,1h 45m,,Details
750,1662,Niue - Niue,TD UNESCO,0m,,Details
751,1272,Norway - Andenes,TD UNESCO,2h 7m,,Details
752,1650,Norway - Honningsvåg,TD UNESCO,2h 7m,,Details
753,1336,Norway - Måløy,TD UNESCO,2h 7m,,Details
754,1664,Norway - Ny Ålesund,TD UNESCO,2h 7m,,Details
755,1689,Norway - Rørvik,TD UNESCO,2h 7m,,Details
756,1703,Norway - Tregde,TD UNESCO,2h 7m,,Details
757,1707,Norway - Vardø,TD UNESCO,2h 7m,,Details
758,2401,Oman - Duqm,TD UNESCO,2h 9m,,Details
759,2535,Oman - Khawr Wudam,TD UNESCO,2h 9m,,Details
760,937,Oman - Masirah ,TD UNESCO,2h 12m,,Details
761,1460,Oman - Muscat ,TD UNESCO,2h 7m,,Details
762,1459,Oman - Muscat (BGAN) ,TD UNESCO,3h 21m,,Details
763,989,Oman - Salalah ,TD UNESCO,2h 4m,,Details
764,2516,Oman - Sur,TD UNESCO,2h 23m,,Details
765,1603,Pakistan - Gwadar,TD UNESCO,2h 10m,,Details
766,1665,Pakistan - Ormara,TD UNESCO,2h 18m,,Details
767,932,Palau Islands - Malakal ,TD UNESCO,2h 11m,,Details
768,2371,Panamá - Bocas Del Toro,TD UNESCO,1h 4m,,Details
769,929,Papua New Guinea - Lombrum_Manus_Is_PG ,TD UNESCO,2h 2m,,Details
770,830,Perú - Callao La-Punta_PE,TD UNESCO,7m,,Details
771,2517,Perú - Talara,TD UNESCO,2h 12m,,Details
772,1447,Philippines - Currimao ,TD UNESCO,2h 34m,,Details
773,2046,Philippines - Currimao_Prs,TD UNESCO,2h 34m,,Details
774,857,Philippines - Davao_PH ,TD UNESCO,2h 5m,,Details
775,2045,Philippines - Davao_PH_rad,TD UNESCO,2h 5m,,Details
776,2047,Philippines - Davao_TEST_1,TD UNESCO,2h 5m,,Details
777,2048,Philippines - Davao_TEST_2,TD UNESCO,2h 5m,,Details
778,2049,Philippines - DavaoTEST3,TD UNESCO,2h 5m,,Details
779,1327,Philippines - Legaspi,TD UNESCO,2h 7m,,Details
780,1527,Philippines - Lubang ,TD UNESCO,2h 33m,,Details
781,935,Philippines - Manila ,TD UNESCO,2h 9m,,Details
782,1013,Philippines - Subic_Bay ,TD UNESCO,2h 6m,,Details
783,1828,"Pointe à Pitre, Guadeloupe",TD UNESCO,2h 6m,,Details
784,895,Polynésie Française (French Polynesia) - Hiva_Oa Marquesas,TD UNESCO,2h 5m,,Details
785,2443,Polynésie Française (French Polynesia) - Makemo - Tuamotu,TD UNESCO,2h 22m,,Details
786,983,Polynésie Française (French Polynesia) - Rikitea_PF ,TD UNESCO,2h 6m,,Details
787,1813,Port Ferréol,TD UNESCO,2h 3m,,Details
788,1273,Puerto Rico - Arecibo,TD UNESCO,2h 7m,,Details
789,1454,Russia - Korsakov ,TD UNESCO,2h 8m,,Details
790,2455,Russia - Nahodka,TD UNESCO,2h 8m,,Details
791,2459,Russia - Nikol'skoe,TD UNESCO,2h 8m,,Details
792,1464,Russia - Petropavlovsk ,TD UNESCO,2h 8m,,Details
793,2477,Russia - Pos'et,TD UNESCO,2h 8m,,Details
794,1465,Russia - Preobrazheniye ,TD UNESCO,2h 8m,,Details
795,1472,Russia - Rudnaya Pristan ,TD UNESCO,2h 8m,,Details
796,2511,Russia - Sosunovo,TD UNESCO,2h 8m,,Details
797,2533,Russia - Vladivostok,TD UNESCO,2h 8m,,Details
798,1829,"Saint Pierre et Miquelon, Canada",TD UNESCO,2h 4m,,Details
799,2381,Saint Vincent & Grenadines - Calliaqua Coast Guard Base,TD UNESCO,3h 19m,,Details
800,1585,Saint-Helena - Saint Helena ,TD UNESCO,2h 16m,,Details
801,1025,Samoa; U.S.A. - Apia_Upolu_WS ,TD UNESCO,1h 59m,,Details
802,1930,San Andres,TD UNESCO,1h 7m,,Details
803,1929,Santa Marta,TD UNESCO,2h 7m,,Details
804,1807,Semarang,TD UNESCO,2h 4m,,Details
805,855,Sénégal - Dakar ,TD UNESCO,2h 21m,,Details
806,925,Seychelles - Pt.LaRue ,TD UNESCO,2h 7m,,Details
807,1695,Solomon Islands - Honiara,TD UNESCO,1h 59m,,Details
808,1723,Solomon Islands - Lata_Wharf_SB,TD UNESCO,2h 34m,,Details
809,1742,Solomon Islands - Tarekukure_Wharf_SB,TD UNESCO,1h 59m,,Details
810,2394,Spain - Acoruna,TD UNESCO,2h 4m,,Details
811,1439,Spain - Alcudia ,TD UNESCO,2h 4m,,Details
812,1441,Spain - Algeciras ,TD UNESCO,2h 19m,,Details
813,1630,Spain - Almeria,TD UNESCO,2h 8m,,Details
814,1638,Spain - Arrecife,TD UNESCO,2h 4m,,Details
815,819,Spain - Barcelona ,TD UNESCO,2h 4m,,Details
816,1280,Spain - Bilbao3,TD UNESCO,2h 4m,,Details
817,2373,Spain - Bonanza2,TD UNESCO,2h 4m,,Details
818,2383,Spain - Carboneras,TD UNESCO,2h 4m,,Details
819,2417,Spain - ElHierro,TD UNESCO,2h 4m,,Details
820,873,Spain - Ferrol1 ,TD UNESCO,2h 4m,,Details
821,2406,Spain - Ferrol2,TD UNESCO,2h 4m,,Details
822,2407,Spain - Formentera,TD UNESCO,2h 4m,,Details
823,2408,Spain - Fuerteventura,TD UNESCO,2h 4m,,Details
824,2411,Spain - Gijon,TD UNESCO,2h 4m,,Details
825,898,Spain - Huelva5 ,TD UNESCO,2h 5m,,Details
826,1449,Spain - Ibiza2 ,TD UNESCO,2h 4m,,Details
827,918,Spain - LaGomera ,TD UNESCO,2h 4m,,Details
828,2430,Spain - Langosteira,TD UNESCO,2h 4m,,Details
829,1455,Spain - LasPalmas2 ,TD UNESCO,2h 4m,,Details
830,2440,Spain - Mahon,TD UNESCO,3h 20m,,Details
831,2444,Spain - Malaga,TD UNESCO,2h 4m,,Details
832,2447,Spain - Marin,TD UNESCO,2h 4m,,Details
833,938,Spain - Melilla ,TD UNESCO,2h 4m,,Details
834,1345,Spain - Motril2,TD UNESCO,2h 4m,,Details
835,2501,Spain - Santander,TD UNESCO,2h 4m,,Details
836,2505,Spain - Sevilla,TD UNESCO,2h 50m,,Details
837,1478,Spain - Tarifa ,TD UNESCO,2h 4m,,Details
838,2521,Spain - Tarragona,TD UNESCO,2h 4m,,Details
839,1479,Spain - Tenerife2 ,TD UNESCO,2h 4m,,Details
840,1706,Spain - Valencia,TD UNESCO,2h 4m,,Details
841,2531,Spain - Vigo,TD UNESCO,2h 4m,,Details
842,2532,Spain - Villagarcia,TD UNESCO,2h 4m,,Details
843,846,Sri Lanka - Colombo ,TD UNESCO,2h 6m,,Details
844,1448,Sri Lanka - Hambantota ,TD UNESCO,0m,,Details
845,1023,Sri Lanka - Trinconmalee ,TD UNESCO,2h 43m,,Details
846,886,Sweden - GoteborgTorshamnen ,TD UNESCO,3h 12m,,Details
847,1005,Sweden - Smogen ,TD UNESCO,3h 10m,,Details
848,1011,Sweden - Stockholm ,TD UNESCO,3h 12m,,Details
849,1038,Tanzania - Zanzibar ,TD UNESCO,2h 9m,,Details
850,1663,Tonga Island - Nuku'Alofa Harbour wharf,TD UNESCO,0m,,Details
851,950,Tonga Island - Nukualofa_TO ,TD UNESCO,1h 59m,,Details
852,2487,Trinidad & Tobago - Port of Spain,TD UNESCO,2h 35m,,Details
853,2503,Trinidad & Tobago - Scarborough,TD UNESCO,2h 34m,,Details
854,1609,Turkey - Sinop,TD UNESCO,2h 11m,,Details
855,876,Tuvalu Islands - Fongafale_TV ,TD UNESCO,1h 56m,,Details
856,1891,UK - Aberdeen,TD UNESCO,2h 37m,,Details
857,1892,UK - Avonmouth Portbury,TD UNESCO,2h 37m,,Details
858,1893,UK - Bangor,TD UNESCO,2h 22m,,Details
859,1894,UK - Barmouth,TD UNESCO,2h 22m,,Details
860,824,UK - Bermuda_UK ,TD UNESCO,2h 2m,,Details
861,1895,UK - Bournemouth,TD UNESCO,2h 22m,,Details
862,1897,UK - Cromer,TD UNESCO,2h 22m,,Details
863,1898,UK - Deal Pier,TD UNESCO,1h 54m,,Details
864,883,UK - Diego Garcia ,TD UNESCO,2h 0m,,Details
865,1899,UK - Dover,TD UNESCO,2h 22m,,Details
866,1901,UK - El Porvenir,TD UNESCO,1h 4m,,Details
867,1902,UK - Fishguard,TD UNESCO,2h 22m,,Details
868,1308,UK - Gibraltar(GTS),TD UNESCO,2h 50m,,Details
869,2412,UK - Gough Island,TD UNESCO,2h 18m,,Details
870,1904,UK - Harwich,TD UNESCO,2h 22m,,Details
871,1905,UK - Herne Bay,TD UNESCO,1h 54m,,Details
872,1906,UK - Heysham,TD UNESCO,2h 22m,,Details
873,1907,UK - Hinkley Point,TD UNESCO,2h 22m,,Details
874,1908,UK - Holyhead2,TD UNESCO,2h 22m,,Details
875,1909,UK - Ilfracombe,TD UNESCO,2h 22m,,Details
876,1910,UK - Immingham,TD UNESCO,2h 22m,,Details
877,1911,UK - Jersey,TD UNESCO,2h 22m,,Details
878,911,UK - King Edward Point ,TD UNESCO,2h 2m,,Details
879,1912,UK - Kinlochbervie,TD UNESCO,2h 22m,,Details
880,1913,UK - Leith,TD UNESCO,2h 22m,,Details
881,1914,UK - Liverpool,TD UNESCO,2h 22m,,Details
882,1915,UK - Llandudno,TD UNESCO,2h 37m,,Details
883,1916,UK - Lowestoft,TD UNESCO,2h 22m,,Details
884,1917,UK - Lymington,TD UNESCO,1h 54m,,Details
885,1918,UK - Milford Haven,TD UNESCO,2h 22m,,Details
886,1919,UK - Millport,TD UNESCO,2h 22m,,Details
887,1920,UK - Mumbles,TD UNESCO,2h 22m,,Details
888,1921,UK - Newhaven,TD UNESCO,2h 22m,,Details
889,948,UK - Newlyn ,TD UNESCO,0m,,Details
890,1922,UK - Newport,TD UNESCO,2h 22m,,Details
891,1923,UK - North Shields,TD UNESCO,2h 22m,,Details
892,1924,UK - Plymouth,TD UNESCO,2h 22m,,Details
893,1927,UK - Port Isaac,TD UNESCO,4h 38m,,Details
894,1925,UK - Portpatrick,TD UNESCO,2h 22m,,Details
895,1926,UK - Portrush,TD UNESCO,2h 22m,,Details
896,1928,UK - Portsmouth,TD UNESCO,2h 22m,,Details
897,1931,UK - Sandown Pier,TD UNESCO,1h 54m,,Details
898,1933,UK - Second Severn Crossing,TD UNESCO,2h 25m,,Details
899,1932,UK - Sheerness,TD UNESCO,2h 22m,,Details
900,1934,UK - St Marys,TD UNESCO,2h 22m,,Details
901,1012,UK - Stornoway ,TD UNESCO,2h 22m,,Details
902,1935,UK - Swanage Pier,TD UNESCO,1h 54m,,Details
903,1938,UK - Tobermory,TD UNESCO,2h 22m,,Details
904,1939,UK - Ullapool,TD UNESCO,2h 22m,,Details
905,1941,UK - Weymouth,TD UNESCO,2h 22m,,Details
906,1942,UK - Whitby,TD UNESCO,2h 22m,,Details
907,1943,UK - Wic,TD UNESCO,2h 22m,,Details
908,1944,UK - Workington,TD UNESCO,2h 22m,,Details
909,1604,Ukraina - Kaciveli,TD UNESCO,0m,,Details
910,1626,USA - Adak_AK,TD UNESCO,1h 57m,,Details
911,1629,USA - Alameda_CA,TD UNESCO,2h 0m,,Details
912,1628,USA - Alitak_US,TD UNESCO,1h 58m,,Details
913,1632,USA - Anchorage_AK,TD UNESCO,1h 58m,,Details
914,1635,USA - Apalachicola_FL,TD UNESCO,1h 6m,,Details
915,1636,USA - Arena_Cove_CA,TD UNESCO,1h 58m,,Details
916,1640,USA - Astoria_OR,TD UNESCO,1h 59m,,Details
917,1275,"USA - Atka, AK",TD UNESCO,1h 58m,,Details
918,1625,USA - Atlantic_City_NJ,TD UNESCO,1h 59m,,Details
919,1641,USA - Baltimore_MD,TD UNESCO,2h 1m,,Details
920,818,USA - Bar_Harbor_ME ,TD UNESCO,2h 1m,,Details
921,1644,USA - Battery_The_NY,TD UNESCO,2h 1m,,Details
922,821,USA - Beaufort_NC ,TD UNESCO,2h 4m,,Details
923,825,USA - Boston_MA ,TD UNESCO,2h 1m,,Details
924,1642,USA - Bridgeport_CT,TD UNESCO,2h 7m,,Details
925,1645,USA - Cambridge_MD,TD UNESCO,2h 1m,,Details
926,842,USA - Cape_May_NJ ,TD UNESCO,2h 1m,,Details
927,836,USA - CharlestonOR ,TD UNESCO,2h 3m,,Details
928,1646,USA - Cherry_Point_WA,TD UNESCO,1h 57m,,Details
929,854,USA - Clearwater_Beach_FL ,TD UNESCO,1h 26m,,Details
930,848,USA - Cordova_AK ,TD UNESCO,1h 58m,,Details
931,851,USA - Crescent_City_CA ,TD UNESCO,2h 1m,,Details
932,852,USA - Culebra_Is_PR ,TD UNESCO,2h 7m,,Details
933,843,USA - CutlerNavalBase_ME ,TD UNESCO,0m,,Details
934,860,USA - Dauphin_Island_AL ,TD UNESCO,1h 9m,,Details
935,862,USA - Duck_Pier_NC ,TD UNESCO,1h 59m,,Details
936,869,USA - East_Port_ME ,TD UNESCO,2h 2m,,Details
937,867,USA - Elfin_Cove_AK ,TD UNESCO,2h 2m,,Details
938,872,USA - Fernadina_Beach_FL ,TD UNESCO,1h 4m,,Details
939,875,USA - Fort_Myers_FL ,TD UNESCO,1h 5m,,Details
940,878,USA - Fort_Pulaski_GA ,TD UNESCO,2h 3m,,Details
941,880,USA - Ft_Point San_Fran,TD UNESCO,1h 55m,,Details
942,887,USA - Galveston_Pier_TX ,TD UNESCO,1h 9m,,Details
943,889,USA - Guam (Apra Harbor) ,TD UNESCO,2h 1m,,Details
944,893,USA - Hilo Hawaii,TD UNESCO,2h 2m,,Details
945,897,USA - Honolulu Oahu,TD UNESCO,1h 56m,,Details
946,903,USA - Johnston_US ,TD UNESCO,2h 0m,,Details
947,1654,"USA - Kahului, Maui",TD UNESCO,2h 2m,,Details
948,910,USA - Kawaihae Hawaii,TD UNESCO,2h 2m,,Details
949,917,USA - Key_West_FL ,TD UNESCO,1h 8m,,Details
950,1656,"USA - Kodiak Island, AK",TD UNESCO,2h 2m,,Details
951,916,USA - Kwajalein_MH ,TD UNESCO,4h 3m,,Details
952,920,USA - La_Jolla_CA ,TD UNESCO,2h 50m,,Details
953,922,USA - LameshurBayStJohnVI ,TD UNESCO,2h 1m,,Details
954,930,USA - Magueyes_Island_PR ,TD UNESCO,2h 3m,,Details
955,939,USA - Midway ,TD UNESCO,1h 59m,,Details
956,941,USA - Mona_Island_PR ,TD UNESCO,2h 0m,,Details
957,1344,"USA - Montauk, NY",TD UNESCO,1h 54m,,Details
958,2453,"USA - Montauk, NY 1",TD UNESCO,1h 58m,,Details
959,946,USA - Nawiliwili Kauai,TD UNESCO,2h 26m,,Details
960,952,USA - Nome_AK ,TD UNESCO,1h 56m,,Details
961,2414,"USA - Oil Platform Harvest, CA",TD UNESCO,2h 19m,,Details
962,958,USA - Pago Bay  Guam,TD UNESCO,2h 1m,,Details
963,959,USA - Pago_Pago_AS ,TD UNESCO,2h 27m,,Details
964,2473,USA - Palmyra Island,TD UNESCO,1h 59m,,Details
965,1677,USA - Pensacola_FL,TD UNESCO,1h 8m,,Details
966,1681,USA - Prudhoe_Bay_AK,TD UNESCO,1h 55m,,Details
967,988,USA - Saipan_US ,TD UNESCO,1h 55m,,Details
968,992,USA - San_Juan_PR ,TD UNESCO,1h 55m,,Details
969,997,USA - Sand_Point_AK ,TD UNESCO,1h 57m,,Details
970,1000,USA - Seward_AK ,TD UNESCO,1h 58m,,Details
971,1003,USA - Sitka_AK ,TD UNESCO,1h 55m,,Details
972,996,USA - South_Beach_OR ,TD UNESCO,1h 57m,,Details
973,1010,USA - St_Croix_VI ,TD UNESCO,1h 56m,,Details
974,881,USA - Tern Fr._Frigate_US,TD UNESCO,1h 57m,,Details
975,1034,USA - Wake_US ,TD UNESCO,4h 54m,,Details
976,1430,"USA - Westport,WA",TD UNESCO,1h 56m,,Details
977,1429,"USA - Woods Hole, MA",TD UNESCO,1h 58m,,Details
978,1434,USA - Yakutat,TD UNESCO,1h 56m,,Details
979,2439,Vanuatu - Luganville,TD UNESCO,1h 53m,,Details
980,1027,Vanuatu - Vanuatu ,TD UNESCO,1h 53m,,Details
981,1885,Vernadsky - Faraday,TD UNESCO,1h 58m,,Details
982,1686,Viet Nam - Qui_Nhon,TD UNESCO,1h 57m,,Details
983,1031,Viet Nam - Vung Tau ,TD UNESCO,1h 59m,,Details
984,1627,Yemen - Aden,TD UNESCO,3h 27m,,Details
987,100007,TAD Large,TADSERVER,0m,,Details
988,100029,SET-01,TADSERVER,0m,,Details
989,100039,PDE-01,TADSERVER,2m,,Details
990,100040,ISPRA-03,TADSERVER,1m,,Details
991,100041,ISPRA-04,TADSERVER,4m,,Details
992,100050,IPMA-IGCAS,TADSERVER,1m,,Details
993,100052,IPMA-IGLAG,TADSERVER,1m,,Details
994,100053,IPMA-IHPEN,TADSERVER,4m,,Details
995,100054,IPMA-IHLEX,TADSERVER,4m,,Details
996,100055,IPMA-IHSMA,TADSERVER,3m,,Details
997,100056,IPMA-IHFUL,TADSERVER,4m,,Details
998,100064,IDSL-01,TADSERVER,0m,,Details
999,100068,ISPRA-09,TADSERVER,1m,,Details
1000,100069,ISPRA-10,TADSERVER,3m,,Details
1001,100071,ISPRA-11,TADSERVER,2m,,Details
1002,100072,ISPRA-12,TADSERVER,2m,,Details
1003,100075,NOA-01,TADSERVER,3m,,Details
1004,100077,IDSL-04,TADSERVER,0m,,Details
1005,100078,IDSL-05,TADSERVER,0m,,Details
1006,100079,IDSL-06,TADSERVER,0m,,Details
1007,100080,IDSL-07,TADSERVER,0m,,Details
1008,100083,IDSL-10,TADSERVER,0m,,Details
1009,100084,IDSL-11,TADSERVER,0m,,Details
1010,100085,IDSL-12,TADSERVER,0m,,Details
1011,100086,IDSL-13,TADSERVER,0m,,Details
1012,100087,IDSL-14,TADSERVER,0m,,Details
1013,100088,IDSL-15,TADSERVER,0m,,Details
1014,100091,IDSL-18,TADSERVER,0m,,Details
1015,100092,IDSL-19,TADSERVER,0m,,Details
1016,100093,IDSL-20,TADSERVER,0m,,Details
1017,100094,IDSL-21,TADSERVER,0m,,Details
1018,100097,NOA-02,TADSERVER,1m,,Details
1019,100101,SENTEZ-01,TADSERVER,1m,,Details
1020,100106,NOA-03,TADSERVER,2m,,Details
1021,100109,NOA-04,TADSERVER,2m,,Details
1022,100110,NOA-05,TADSERVER,1m,,Details
1023,100111,NOA-06,TADSERVER,1m,,Details
1024,100113,NOA-08,TADSERVER,1m,,Details
1025,100114,NOA-09,TADSERVER,1m,,Details
1026,100115,NOA-10,TADSERVER,2m,,Details
1027,100126,IDSL-31,TADSERVER,0m,,Details
